台灣,12,1
這篇,6,1
強國,6,1
中國,5,1
韓國,5,1
新北,5,1
明顯,4,1
文組,4,1
支那人,4,1
支那,4,1
這次,4,1
沒事兒,4,1
ptt,3,1
樓上,3,1
印象,3,1
銀牌,3,1
表示,3,1
分類,3,1
看過,3,1
UCCU,2,1
高鐵,2,1
先猜,2,1
推文,2,1
滯台,2,1
爽爽爽,2,1
南部,2,1
批評,2,1
闢室,2,1
哪部,2,1
肥宅,2,1
ID,2,1
奧運,2,1
多大仇,2,1
行文,2,1
平價,2,1
形狀,2,1
新聞標題,2,1
無聊,2,1
國家,2,1
公務員,2,1
失敗,2,1
全團,2,1
祖國,2,1
還多,2,1
IP,2,1
購買力,2,1
大葉,2,1
社會,2,1
獨佔,2,1
兩篇,2,1
